job_id,title,company_id,location,employment_type,seniority_level,remote,description,skills_required,industry,views_count,applicants_count,status,posted_datetime,recruiter_id
36aaed41-b726-4180-b88d-a5e50f47ff87,Business Analyst,company-0185,Seattle, WA,CONTRACT,Director,hybrid,We are looking for a talented ML Engineer to join our growing team. You will work on challenging problems at scale.,Rust|Systems Programming|C++,Healthcare,2106,102,closed,2026-02-08 19:45:20,recruiter-00793
c810a1cc-f5b6-4e0b-9d03-0acc324aea5a,DevOps Engineer,company-0087,New York, NY,FULL_TIME,Associate,hybrid,We are looking for a talented Product Designer to join our growing team. You will work on challenging problems at scale.,Systems Programming|Rust|C++,Media,3648,37,open,2026-02-11 19:45:20,recruiter-00217
3b9380ed-8acc-45f1-a2e5-a30775e6fa70,Solutions Architect,company-0069,Miami, FL,CONTRACT,Entry,hybrid,We are looking for a talented Staff Engineer to join our growing team. You will work on challenging problems at scale.,Python|FastAPI|Django,Transportation,1914,34,closed,2026-03-25 18:45:20,recruiter-00063
f1b2f408-30da-469e-ae82-4a69c225ea25,Site Reliability Engineer,company-0331,Hybrid - Seattle,FULL_TIME,Director,onsite,We are looking for a talented QA Engineer to join our growing team. You will work on challenging problems at scale.,HTML|Vue|React|CSS,Media,2823,123,open,2026-01-27 19:45:20,recruiter-00370
685733b6-47f3-454c-bdca-fddd4024eda9,Business Analyst,company-0008,Boston, MA,CONTRACT,Mid-Senior,onsite,We are looking for a talented UX Designer to join our growing team. You will work on challenging problems at scale.,C++|Systems Programming,Retail,4579,142,open,2026-03-25 18:45:20,recruiter-00504
01551020-be9a-4f54-99df-a5b6a966ab54,Technical Lead,company-0487,Detroit, MI,PART_TIME,Director,onsite,We are looking for a talented Software Engineer to join our growing team. You will work on challenging problems at scale.,Redis|Elasticsearch|MySQL,Transportation,3334,113,closed,2026-02-27 19:45:20,recruiter-00153
9f6b24df-20d0-4dde-a4da-523be2f1273a,Infrastructure Engineer,company-0153,Austin, TX,INTERNSHIP,Internship,remote,We are looking for a talented Frontend Engineer to join our growing team. You will work on challenging problems at scale.,Python|PostgreSQL|Django,Retail,1394,140,open,2026-04-21 18:45:20,recruiter-00743
7877389d-b095-4e01-a23a-3ab47b7c79fc,UX Designer,company-0428,Phoenix, AZ,CONTRACT,Internship,onsite,We are looking for a talented Software Engineer to join our growing team. You will work on challenging problems at scale.,Systems Programming|Rust,Retail,3899,240,open,2026-02-27 19:45:20,recruiter-00706
ad5ac9df-1a90-4c0e-a308-fe63b067eaeb,Engineering Manager,company-0465,San Jose, CA,CONTRACT,Internship,remote,We are looking for a talented iOS Engineer to join our growing team. You will work on challenging problems at scale.,C++|Rust|Systems Programming,Education,2816,107,open,2026-03-25 18:45:20,recruiter-00488
c95a0348-e888-41cb-9386-1bed544b4db1,Sales Engineer,company-0353,Atlanta, GA,FULL_TIME,Mid-Senior,onsite,We are looking for a talented Full Stack Engineer to join our growing team. You will work on challenging problems at scale.,Docker|Spring Boot|Java,Consulting,1063,37,open,2026-04-19 18:45:20,recruiter-00147
8da5be74-7c96-40f2-b1e3-e0a04db13ed2,UX Designer,company-0449,Hybrid - Seattle,INTERNSHIP,Associate,hybrid,We are looking for a talented Data Analyst to join our growing team. You will work on challenging problems at scale.,Hadoop|Scala|Kafka,Transportation,2972,253,open,2026-04-08 18:45:20,recruiter-00214
2286090c-47bd-4d28-96c2-0ee51e7cdd68,Technical Lead,company-0037,Portland, OR,PART_TIME,Associate,remote,We are looking for a talented UI Designer to join our growing team. You will work on challenging problems at scale.,MongoDB|Redis|MySQL,Healthcare,1485,30,closed,2026-04-11 18:45:20,recruiter-00171
861c59a7-0f4e-4795-ae2f-b2117aeb59b8,Backend Engineer,company-0225,Houston, TX,PART_TIME,Internship,hybrid,We are looking for a talented Engineering Manager to join our growing team. You will work on challenging problems at scale.,Vue|HTML|React,Media,1440,168,open,2026-02-10 19:45:20,recruiter-00100
10deb9b3-16e7-49fb-86a3-e010c33a356c,Sales Engineer,company-0429,San Diego, CA,FULL_TIME,Mid-Senior,onsite,We are looking for a talented Senior Software Engineer to join our growing team. You will work on challenging problems at scale.,JavaScript|TypeScript|React|Node.js,Energy,4910,109,open,2026-04-02 18:45:20,recruiter-00921
857add3a-ecb9-4612-ba41-f91199453c67,Solutions Architect,company-0409,Houston, TX,INTERNSHIP,Director,remote,We are looking for a talented UI Designer to join our growing team. You will work on challenging problems at scale.,Redis|MySQL|MongoDB,Finance,3198,99,open,2026-03-13 18:45:20,recruiter-00985
f71eaccf-dbb9-4e97-aef7-c67edfbf6115,UX Designer,company-0141,Minneapolis, MN,CONTRACT,Entry,hybrid,We are looking for a talented QA Engineer to join our growing team. You will work on challenging problems at scale.,React|Node.js,Finance,1109,57,open,2026-03-22 18:45:20,recruiter-00471
c4e23b64-7e55-4779-bb7f-5a85ba64c982,Infrastructure Engineer,company-0051,Houston, TX,CONTRACT,Entry,onsite,We are looking for a talented iOS Engineer to join our growing team. You will work on challenging problems at scale.,React|JavaScript|Node.js,Energy,3849,211,open,2026-03-19 18:45:20,recruiter-00470
c8bad19c-c4fd-4df6-a127-469ac968d237,UI Designer,company-0095,Dallas, TX,PART_TIME,Director,remote,We are looking for a talented Data Scientist to join our growing team. You will work on challenging problems at scale.,Python|PyTorch|TensorFlow,Manufacturing,2448,290,open,2026-04-15 18:45:20,recruiter-00093
4bb510b3-ea15-4b59-83e0-57fadcad8727,Data Analyst,company-0490,San Diego, CA,INTERNSHIP,Mid-Senior,hybrid,We are looking for a talented UI Designer to join our growing team. You will work on challenging problems at scale.,GCP|AWS|Terraform|Ansible,Education,1862,212,open,2026-04-12 18:45:20,recruiter-00331
868b67b0-a696-4859-ba42-0bac9a23345e,DevOps Engineer,company-0297,Columbus, OH,FULL_TIME,Director,onsite,We are looking for a talented iOS Engineer to join our growing team. You will work on challenging problems at scale.,GCP|AWS|Terraform|Ansible,Education,4999,213,open,2026-04-27 18:45:20,recruiter-00289
0da14ac9-8891-44e2-8a21-2980694d8af1,Software Engineer,company-0415,Minneapolis, MN,INTERNSHIP,Internship,onsite,We are looking for a talented Staff Engineer to join our growing team. You will work on challenging problems at scale.,Postgres|Elasticsearch|MongoDB|MySQL,Consulting,1109,16,open,2026-02-08 19:45:20,recruiter-00708
6eeea1d4-c69e-402c-a8b2-9150b716f078,Data Analyst,company-0257,Nashville, TN,FULL_TIME,Director,remote,We are looking for a talented Backend Engineer to join our growing team. You will work on challenging problems at scale.,React|Node.js|JavaScript,Finance,2572,282,open,2026-02-25 19:45:20,recruiter-00281
fccafefc-a025-459a-b670-09ec9bfc3137,Security Engineer,company-0383,Seattle, WA,PART_TIME,Associate,onsite,We are looking for a talented Product Designer to join our growing team. You will work on challenging problems at scale.,MongoDB|Postgres,Finance,2692,12,open,2026-03-27 18:45:20,recruiter-00043
8268bc7e-ec66-4892-9505-dbe7008d43a2,Sales Engineer,company-0281,Phoenix, AZ,INTERNSHIP,Mid-Senior,onsite,We are looking for a talented Principal Engineer to join our growing team. You will work on challenging problems at scale.,Rust|Systems Programming,Retail,2344,37,open,2026-04-19 18:45:20,recruiter-00078
59d49d21-fdd1-4691-96c2-988fc2ee33f0,QA Engineer,company-0396,Miami, FL,CONTRACT,Director,onsite,We are looking for a talented Principal Engineer to join our growing team. You will work on challenging problems at scale.,JavaScript|TypeScript|Node.js,Consulting,2658,19,open,2026-02-14 19:45:20,recruiter-00534
e610012b-ce74-4799-80b5-5ccfd7ca4c3f,Business Analyst,company-0333,San Francisco, CA,CONTRACT,Associate,onsite,We are looking for a talented Business Analyst to join our growing team. You will work on challenging problems at scale.,Rust|Systems Programming|C++,Retail,2282,252,open,2026-02-01 19:45:20,recruiter-00802
e3317e64-d5ba-4e85-ac62-3eb4513dbd18,Software Engineer,company-0251,Chicago, IL,INTERNSHIP,Entry,remote,We are looking for a talented Data Engineer to join our growing team. You will work on challenging problems at scale.,Go|gRPC|AWS|Kubernetes,Finance,4852,187,open,2026-02-12 19:45:20,recruiter-00940
3d66bc35-be36-46f8-9932-c5f879d45206,Sales Engineer,company-0027,Los Angeles, CA,INTERNSHIP,Internship,onsite,We are looking for a talented Security Engineer to join our growing team. You will work on challenging problems at scale.,MySQL|Elasticsearch|MongoDB|Redis,Healthcare,3945,2,open,2026-02-06 19:45:20,recruiter-00818
ecb6e715-af15-4baf-8a54-f41a651bfaa0,Infrastructure Engineer,company-0209,Miami, FL,CONTRACT,Associate,onsite,We are looking for a talented Android Engineer to join our growing team. You will work on challenging problems at scale.,ML|TensorFlow,Technology,4281,143,open,2026-04-14 18:45:20,recruiter-00640
a7da0312-2073-4705-99a1-4049419c9c62,iOS Engineer,company-0284,Remote,PART_TIME,Director,hybrid,We are looking for a talented Staff Engineer to join our growing team. You will work on challenging problems at scale.,JavaScript|React,Media,3171,288,open,2026-04-25 18:45:20,recruiter-00073
bf6f4cc6-24b2-4252-b05b-86bba864373e,Full Stack Engineer,company-0064,Detroit, MI,PART_TIME,Mid-Senior,hybrid,We are looking for a talented Platform Engineer to join our growing team. You will work on challenging problems at scale.,Python|PyTorch|ML,Energy,710,59,open,2026-03-06 19:45:20,recruiter-00229
78efa66b-06a9-4527-a995-1f1d359b1dd3,ML Engineer,company-0204,San Diego, CA,PART_TIME,Associate,hybrid,We are looking for a talented Infrastructure Engineer to join our growing team. You will work on challenging problems at scale.,AWS|GCP,Education,3760,99,closed,2026-03-28 18:45:20,recruiter-00447
00727a78-7357-4b8d-b87e-6abea2e2462c,Product Designer,company-0076,Hybrid - New York,INTERNSHIP,Associate,onsite,We are looking for a talented Solutions Architect to join our growing team. You will work on challenging problems at scale.,Node.js|TypeScript,Manufacturing,1902,75,open,2026-01-31 19:45:20,recruiter-00224
a7cfc9fb-24e8-4390-b345-6d34dd51eb95,Cloud Architect,company-0264,Detroit, MI,PART_TIME,Associate,onsite,We are looking for a talented Business Analyst to join our growing team. You will work on challenging problems at scale.,PostgreSQL|Python,Consulting,3210,275,open,2026-03-19 18:45:20,recruiter-00307
d2dccd6c-c12b-4fa0-9378-d405f8228c77,Principal Engineer,company-0461,Nashville, TN,INTERNSHIP,Entry,remote,We are looking for a talented Product Designer to join our growing team. You will work on challenging problems at scale.,Docker|Spring Boot,Energy,1041,72,open,2026-03-31 18:45:20,recruiter-00600
6971b9bc-e4c6-4b5c-b25d-ec8dbfe77d4b,Data Scientist,company-0158,Phoenix, AZ,FULL_TIME,Internship,hybrid,We are looking for a talented Android Engineer to join our growing team. You will work on challenging problems at scale.,Vue|HTML|React|UX,Healthcare,464,12,open,2026-03-26 18:45:20,recruiter-00750
7aea6832-293e-42f8-b84f-1b7352fbc6b8,QA Engineer,company-0364,Remote,INTERNSHIP,Entry,hybrid,We are looking for a talented Marketing Manager to join our growing team. You will work on challenging problems at scale.,gRPC|Go,Transportation,642,89,closed,2026-04-25 18:45:20,recruiter-00933
b9b97163-b577-4bd1-b308-fa65e2216475,Frontend Engineer,company-0105,Portland, OR,CONTRACT,Associate,remote,We are looking for a talented Sales Engineer to join our growing team. You will work on challenging problems at scale.,TypeScript|React|JavaScript,Technology,4364,164,open,2026-02-23 19:45:20,recruiter-00443
edbc3366-18a7-4e96-893d-5aa5c2805c2e,Engineering Manager,company-0235,San Diego, CA,PART_TIME,Internship,remote,We are looking for a talented ML Engineer to join our growing team. You will work on challenging problems at scale.,Azure|Terraform,Energy,3906,113,closed,2026-04-23 18:45:20,recruiter-00923
89db3e3b-ccda-4c73-b315-e161b3815092,Marketing Manager,company-0135,Houston, TX,FULL_TIME,Entry,remote,We are looking for a talented ML Engineer to join our growing team. You will work on challenging problems at scale.,TypeScript|React|Node.js,Healthcare,4501,9,open,2026-01-27 19:45:20,recruiter-00710
46ce610c-e465-42b7-9b83-13eddd920d2c,Marketing Manager,company-0184,Atlanta, GA,CONTRACT,Entry,hybrid,We are looking for a talented Engineering Manager to join our growing team. You will work on challenging problems at scale.,Python|TensorFlow|PyTorch|ML,Finance,4922,5,open,2026-03-05 19:45:20,recruiter-00986
bf7302d4-e81f-4851-a326-f6ea9c964563,Technical Lead,company-0033,Nashville, TN,INTERNSHIP,Entry,onsite,We are looking for a talented Full Stack Engineer to join our growing team. You will work on challenging problems at scale.,Java|Kubernetes|Docker,Education,998,117,closed,2026-04-11 18:45:20,recruiter-00151
4fbebab5-b52f-41bf-a090-4346e3d32ca5,Business Analyst,company-0407,Seattle, WA,FULL_TIME,Internship,onsite,We are looking for a talented Marketing Manager to join our growing team. You will work on challenging problems at scale.,MongoDB|Redis,Transportation,2336,114,open,2026-03-15 18:45:20,recruiter-00839
69fac868-dcdd-44ea-8375-8e6b12557e35,Infrastructure Engineer,company-0140,Houston, TX,FULL_TIME,Mid-Senior,onsite,We are looking for a talented Full Stack Engineer to join our growing team. You will work on challenging problems at scale.,TensorFlow|ML|Python,Media,1988,127,open,2026-03-22 18:45:20,recruiter-00622
0338ba1d-555a-47bc-946b-af5b20069b43,Frontend Engineer,company-0246,Chicago, IL,CONTRACT,Associate,remote,We are looking for a talented Solutions Architect to join our growing team. You will work on challenging problems at scale.,Hadoop|Scala|Spark|Kafka,Finance,4751,261,open,2026-03-01 19:45:20,recruiter-00070
46a396d9-555c-4ab3-a0d8-2be2dadf52c6,Site Reliability Engineer,company-0318,New York, NY,INTERNSHIP,Director,hybrid,We are looking for a talented Security Engineer to join our growing team. You will work on challenging problems at scale.,Rust|C++|Systems Programming,Energy,4978,226,open,2026-03-29 18:45:20,recruiter-00668
bb54d9b7-f790-47ef-a383-1aee07e27ca6,Technical Lead,company-0246,Columbus, OH,FULL_TIME,Internship,hybrid,We are looking for a talented Frontend Engineer to join our growing team. You will work on challenging problems at scale.,TensorFlow|ML|Python|PyTorch,Healthcare,149,151,open,2026-03-19 18:45:20,recruiter-00206
c9142b89-08a0-40b4-af6f-b3bb32c1b533,Full Stack Engineer,company-0262,Columbus, OH,PART_TIME,Entry,hybrid,We are looking for a talented Sales Engineer to join our growing team. You will work on challenging problems at scale.,Azure|AWS|Ansible|GCP,Consulting,4787,24,open,2026-02-22 19:45:20,recruiter-00038
d3329abb-ee2b-4eb4-9091-d4f8df13b272,Software Engineer,company-0294,Columbus, OH,INTERNSHIP,Entry,hybrid,We are looking for a talented Backend Engineer to join our growing team. You will work on challenging problems at scale.,Postgres|Redis|MySQL,Energy,1870,241,open,2026-03-09 18:45:20,recruiter-00140
ea9ffbe4-1339-4ec6-957c-59b31f7c790d,Data Analyst,company-0420,Boston, MA,FULL_TIME,Director,remote,We are looking for a talented Software Engineer to join our growing team. You will work on challenging problems at scale.,MongoDB|Postgres|MySQL,Technology,2908,46,open,2026-02-04 19:45:20,recruiter-00359
da15686e-9388-4027-a682-324905a6c894,iOS Engineer,company-0416,Nashville, TN,PART_TIME,Associate,onsite,We are looking for a talented Marketing Manager to join our growing team. You will work on challenging problems at scale.,React|CSS|HTML,Manufacturing,4536,62,open,2026-03-11 18:45:20,recruiter-00166
33a03e52-311e-4358-b4a8-949323a63334,Staff Engineer,company-0258,Seattle, WA,FULL_TIME,Internship,onsite,We are looking for a talented Site Reliability Engineer to join our growing team. You will work on challenging problems at scale.,Vue|React,Manufacturing,3200,16,open,2026-03-02 19:45:20,recruiter-00851
